vannmiljo_code,sample_date,lab,depth1,depth2,par_unit,flag,value
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,CA_mg/l,nan,1.5
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,CA_mg/l,nan,2.6
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,10.0
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,37.0
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,KOND_mS/m,nan,2.45
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,KOND_mS/m,nan,5.11
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,LAL_µg/l Al,nan,1.0
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,LAL_µg/l Al,nan,7.0
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.3
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.3
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,RAL_µg/l Al,nan,11.0
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,RAL_µg/l Al,nan,44.0
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,TOC_mg/l C,nan,5.2
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,TOC_mg/l C,nan,3.7
022-58904,2021-03-09 07:05:07,Eurofins,0.0,0.0,CA_mg/l,nan,1.0
022-58904,2021-03-09 07:05:07,Eurofins,0.0,0.0,CA_mg/l,nan,1.2
022-58904,2021-03-09 07:05:07,Eurofins,0.0,0.0,CA_mg/l,nan,2.2
022-58904,2021-03-09 07:05:07,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.8
022-58904,2021-03-09 07:05:07,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.2
022-58904,2021-03-09 07:05:07,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.3
063-58802,2021-01-21 07:10:07,Eurofins,0.0,0.0,CA_mg/l,nan,1.5
063-58802,2021-01-21 07:10:07,Eurofins,0.0,0.0,CA_mg/l,nan,1.5
063-58802,2021-01-21 07:10:07,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.8
063-58802,2021-01-21 07:10:07,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.8
063-58802,2021-02-19 07:00:10,Eurofins,0.0,0.0,CA_mg/l,nan,1.8
063-58802,2021-02-19 07:00:10,Eurofins,0.0,0.0,CA_mg/l,nan,1.9
063-58802,2021-02-19 07:00:10,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.9
063-58802,2021-02-19 07:00:10,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.9
063-58808,2021-01-21 07:10:07,Eurofins,0.0,0.0,CA_mg/l,nan,0.27
063-58808,2021-01-21 07:10:07,Eurofins,0.0,0.0,CA_mg/l,nan,0.28
063-58808,2021-01-21 07:10:07,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.9
063-58808,2021-01-21 07:10:07,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.0
063-58808,2021-02-19 07:00:10,Eurofins,0.0,0.0,CA_mg/l,nan,0.31
063-58808,2021-02-19 07:00:10,Eurofins,0.0,0.0,CA_mg/l,nan,0.35
063-58808,2021-02-19 07:00:10,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.9
063-58808,2021-02-19 07:00:10,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.9
